No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year, Total Acquisition value,Category,Disposal date,Year Of Disposal,Amount Deduction
655,391 Custom Display - Sequis Center,300583,SQS1,,48,4,1-Sep-16,2016,1254825,Equipment,,,0
656,POS 325 15 True Flat POS - MKG,300584,MKG1,,48,4,1-Aug-16,2016,27577550,Equipment,,,0
657,Cash Drawer (Black) - MKG,300585,MKG1,,48,4,1-Aug-16,2016,903402.5,Equipment,,,0
658,POS 325 2nd Screen 15 inch - MKG,300586,MKG1,,48,4,1-Aug-16,2016,3803800,Equipment,,,0
659,POS 325 15 True Flat POS - PI,300587,PLI1,,48,4,1-Nov-16,2016,27577550,Equipment,,,0
660,Cash Drawer (Black) - PI,300588,PLI1,,48,4,1-Nov-16,2016,903402.5,Equipment,,,0
661,POS 325 2nd Screen 15 inch - PI,300589,PLI1,,48,4,1-Nov-16,2016,3803800,Equipment,,,0
662,POS 325 15 True Flat POS - Soho CP,300590,SOH1,,48,4,1-Nov-16,2016,27577550,Equipment,,,0
663,Cash Drawer (Black) - Soho CP,300591,SOH1,,48,4,1-Nov-16,2016,903402.5,Equipment,,,0
664,POS 325 2nd Screen 15 inch - Soho CP,300592,SOH1,,48,4,1-Nov-16,2016,3803800,Equipment,,,0
665,Acer Netbook TMB116-M - PUP Gancit,300593,GCT2,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
666,Acer Netbook TMB116-M - Sequis Center,300594,SQS1,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
667,Acer Netbook TMB116-M - SOHO Central Park,300595,SOH1,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
668,Acer Netbook TMB116-M - Skyline,300596,MAG1,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
669,Acer Netbook TMB116-M - RSPI Bintaro,300597,9IST,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
670,Acer Netbook TMB116-M - Emporium Pluit,300598,9IST,,48,4,1-Aug-16,2016,6875000,Equipment,,,0
671,Acer Netbook TMB116-M - Epicentrum,300599,EPI1,,48,4,1-Sep-16,2016,6875000,Equipment,,,0
672,Acer Netbook TMB116-M - Celfit Plaza Indonesia,300600,9IST,,48,4,1-Sep-16,2016,6875000,Equipment,,,0
673,Acer Corporate Notebook LIGHTWEIGHT TMP645 i3 (Lilianne Melisa) - HO,300601,9HOC,,48,4,1-Aug-16,2016,12925000,Equipment,,,0
674,Finger Print Solution X100C - MKG,300602,MKG1,,48,4,1-Aug-16,2016,2310000,Equipment,,,0
675,Finger Print Solution X100C - PUP Gancit,300603,GCT2,,48,4,1-Sep-16,2016,2310000,Equipment,,,0
676,Finger Print Solution X100C - PI,300604,PLI1,,48,4,1-Aug-16,2016,2310000,Equipment,,,0
677,Finger Print Solution X100C - Soho CP,300605,SOH1,,48,4,1-Sep-16,2016,2310000,Equipment,,,0
678,UCHIDA Fireproof Safe BK-T - FNA (HO),300606,9HOC,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
679,UCHIDA Fireproof Safe BK-S - Gancit,300607,GCT1,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
680,UCHIDA Fireproof Safe BK-S - GI,300608,GIN1,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
681,UCHIDA Fireproof Safe BK-S - MKG,300609,MKG1,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
682,UCHIDA Fireproof Safe BK-S - PI,300610,PLI1,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
683,UCHIDA Fireproof Safe BK-S - PP,300611,PPC1,,48,4,1-Aug-16,2016,2079000,Equipment,,,0
684,UCHIDA Fireproof Safe BK-K - HRD,300612,9HOC,,48,4,1-Aug-16,2016,5676000,Equipment,,,0
685,Apple TV 32 GB - HO,300613,9HOC,,48,4,1-Jul-16,2016,2499000,Equipment,,,0
686,POS 391 10.4 Inch Integrated POS - Skyline,300620,MAG1,,48,4,1-Sep-16,2016,23166000,Equipment,,,0
687,Cash Drawer (Black) - Skyline,300621,MAG1,,48,4,1-Sep-16,2016,903402.5,Equipment,,,0
688,391 Custom Display - Skyline,300622,MAG1,,48,4,1-Sep-16,2016,1254825,Equipment,,,0
689,POS 391 10.4 Inch Integrated POS - RPSI Bintaro,300623,OBP1,,48,4,1-Dec-16,2016,23166000,Equipment,,,0
690,Cash Drawer (Black) - RPSI Bintaro,300624,OBP1,,48,4,1-Dec-16,2016,903402.5,Equipment,,,0
691,391 Custom Display - RPSI Bintaro,300625,OBP1,,48,4,1-Dec-16,2016,1254825,Equipment,,,0
692,POS 391 10.4 Inch Integrated POS - Emporium,300626,9OPS,,48,4,1-Nov-16,2016,23166000,Equipment,,,0
693,Cash Drawer (Black) - Emporium,300627,9OPS,,48,4,1-Nov-16,2016,903402.5,Equipment,,,0
694,391 Custom Display - Emporium,300628,9OPS,,48,4,1-Nov-16,2016,1254825,Equipment,,,0
695,POS 391 10.4 Inch Integrated POS - Epicentrum,300629,EPI1,,48,4,1-Oct-16,2016,23166000,Equipment,,,0
696,Cash Drawer (Black) - Epicentrum,300630,EPI1,,48,4,1-Oct-16,2016,903402.5,Equipment,,,0
697,391 Custom Display - Epicentrum,300631,EPI1,,48,4,1-Oct-16,2016,1254825,Equipment,,,0
698,POS 391 10.4 Inch Integrated POS - Cellfit PI,300632,9IST,,48,4,1-Nov-16,2016,23166000,Equipment,,,0
699,Cash Drawer (Black) - Cellfit PI,300633,9IST,,48,4,1-Nov-16,2016,903402.5,Equipment,,,0
700,391 Custom Display - Cellfit PI,300634,9IST,,48,4,1-Nov-16,2016,1254825,Equipment,,,0
701,"GEA Chiller EXPO 600 AH/CN uk:95x62,5x188 cm - Soho CP",300637,SOH1,,48,4,1-Sep-16,2016,10065000,Equipment,,,0
702,GEA FREEZER AB100 - Soho CP,300638,SOH1,,48,4,1-Sep-16,2016,2103750,Equipment,,,0
703,"GEA Chiller EXPO 600 AH/CN uk:95x62,5x188 cm - Skyline",300639,MAG1,,48,4,1-Sep-16,2016,10065000,Equipment,,,0
704,Finger Print Solution X100C - Skyline,300640,MAG1,,48,4,1-Sep-16,2016,2310000,Equipment,,,0
705,"GEA Chiller EXPO 600 AH/CN uk:95x62,5x188 cm - Soho CP",300641,SOH1,,48,4,1-Sep-16,2016,10065000,Equipment,,,0
706,GEA Chiller EXPO 800 AH/CN - Epicentrum,300651,EPI1,,48,4,1-Oct-16,2016,12375000,Equipment,,,0
707,Finger Print Solution X100C - Terminal 3 Soetta,300653,9IST,,48,4,1-Nov-16,2016,2310000,Equipment,,,0
708,Finger Print Solution X100C - Epicentrum,300654,EPI1,,48,4,1-Nov-16,2016,2310000,Equipment,,,0
709,"Thermometer Data Logger ""Tempod"" type MD - GCT",300656,GCT1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
710,"Thermometer Data Logger ""Tempod"" type MD - KKS",300657,KKS1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
711,"Thermometer Data Logger ""Tempod"" type MD - LOW",300658,LOW1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
712,"Thermometer Data Logger ""Tempod"" type MD - WTC",300660,WTC1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
713,"Thermometer Data Logger ""Tempod"" type MD - MAX",300661,MAX1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
714,"Thermometer Data Logger ""Tempod"" type MD - ALS",300662,ALS1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
715,"Thermometer Data Logger ""Tempod"" type MD - PXV",300663,MMB1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
716,"Thermometer Data Logger ""Tempod"" type MD - OKW",300664,MRG1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
717,"Thermometer Data Logger ""Tempod"" type MD - GIN",300665,GIN1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
718,"Thermometer Data Logger ""Tempod"" type MD - PPC",300666,PPC1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
719,"Thermometer Data Logger ""Tempod"" type MD - KNC",300667,KNC1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
720,"Thermometer Data Logger ""Tempod"" type MD - FXS",300668,MKG1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
721,"Thermometer Data Logger ""Tempod"" type MD - RTP",300669,9QAC,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
722,"Thermometer Data Logger ""Tempod"" type MD - LMP",300670,LMP1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
723,"Thermometer Data Logger ""Tempod"" type MD - RSP",300671,RSP1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
724,"Thermometer Data Logger ""Tempod"" type MD - AON",300672,AON1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
725,"Thermometer Data Logger ""Tempod"" type MD - OBP",300673,OBP1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
726,"Thermometer Data Logger ""Tempod"" type MD - BSQ",300674,BSQ1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
727,"Thermometer Data Logger ""Tempod"" type MD - MKG",300675,MKG1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
728,"Thermometer Data Logger ""Tempod"" type MD - SQS",300676,SQS1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
729,"Thermometer Data Logger ""Tempod"" type MD - GCT2",300677,GCT2,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
730,"Thermometer Data Logger ""Tempod"" type MD - PLI",300678,PLI1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
731,"Thermometer Data Logger ""Tempod"" type MD - SOH",300679,SOH1,,48,4,1-Nov-16,2016,1650000,Equipment,,,0
732,UCHIDA Fireproof Safe BK-K - HO (F&A),300684,9HOC,,48,4,1-Oct-16,2016,5676000,Equipment,,,0
733,GEA SD -100F Lift-up Glass Door Freezer - SQS1,300685,SQS1,,48,4,1-Dec-16,2016,2392500,Equipment,,,0
734,Projector NEC M333XS (ruang meeting) - HO,300686,9HOC,,48,4,1-Dec-16,2016,11950000,Equipment,,,0
735,NB Acer Corporate TMP645 i5 (Romie) - HO,300687,9HOC,,48,4,1-Dec-16,2016,14657500,Equipment,,,0
736,NB Acer Corporate TMP645 i5 (Andri) - HO,300688,9HOC,,48,4,1-Dec-16,2016,14657500,Equipment,,,0
737,NB Acer Corporate TMP645 i5 (Bena) - HO,300689,9HOC,,48,4,1-Dec-16,2016,14657500,Equipment,,,0
738,"Thermometer Data Logger ""Tempod"" type MD - CGK1",300690,9OPS,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
739,"Thermometer Data Logger ""Tempod"" type MD - EPI1",300691,EPI1,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
740,"Thermometer Data Logger ""Tempod"" type MD - MAG1",300692,MAG1,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
741,"Thermometer Data Logger ""Tempod"" type MD - PIM2",300693,PIM2,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
742,"Thermometer Data Logger ""Tempod"" type MD - PSN1",300694,PSN1,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
743,"Thermometer Data Logger ""Tempod"" type MD - SQR1",300695,CTW1,,48,4,1-Dec-16,2016,1650000,Equipment,,,0
744,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9OPS,300718,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
745,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9OPS,300719,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
746,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9MKT,300720,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
747,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9MKT,300721,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
748,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300722,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
749,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300723,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
750,Rak Gudang Lighy Duty AZ250 (4 Level) 1000 x x400 x 2400 mm - 9FNA,300724,9HOC,,48,4,1-Dec-16,2016,1648571.43,Equipment,,,0
751,Credenza Size 1050 x 425 x 705 mm - HO,300682,9HOC,,48,4,8-Jan-17,2017,1880450,Equipment,,,0
752,Credenza Size 2000 x 400 x 750 mm - HO,300683,9HOC,,48,4,8-Jan-17,2017,3861000,Equipment,,,0
753,203618 - MAXCOLD 60QT WHEEL COOL - GIN1,300696,GIN1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
754,203618 - MAXCOLD 60QT WHEEL COOL - KKS1,300697,KKS1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
755,203618 - MAXCOLD 60QT WHEEL COOL - LOW1,300698,LOW1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
756,203618 - MAXCOLD 60QT WHEEL COOL - GCT1,300699,GCT1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
757,203618 - MAXCOLD 60QT WHEEL COOL - CGK1,300700,9OPS,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
758,203618 - MAXCOLD 60QT WHEEL COOL - WTC1,300701,WTC1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
759,203618 - MAXCOLD 60QT WHEEL COOL - OKW1,300702,OKW1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
760,203618 - MAXCOLD 60QT WHEEL COOL - SOH1,300703,SOH1,,48,4,26-Jan-17,2017,1229000,Equipment,,,0
761,KW0501524 - PLATFORM HAND TRUCK PLASTIC 400KG - HO,300704,9HOC,,48,4,11-Jan-17,2017,1689000.01,Equipment,,,0
762,"Showcase Cooler ""OPAL"" 950x625x1880 - LMP1",300710,9OPS,,48,4,8-Jan-17,2017,8712000,Equipment,,,0
763,Showcase Royalledy Display Cooler 2 Doors Thailand 2-LS - CPI1,300734,KLT1,,48,4,26-Jan-17,2017,13750000,Equipment,,,0
764,Easy Counter Art 1 Click Frame Standard - 9MKT,300713,9MKT,,48,4,8-Jan-17,2017,5651360,Equipment,,,0
765,Printer Brother MFC-J200 - 9BOD,300717,9BOD,,48,4,8-Jan-17,2017,2860000,Equipment,,,0
766,POS 325 15 Inch True Flat POS (set) - CPI1,300725,MOI1,,48,4,2-Feb-17,2017,27577550,Equipment,,,0
767,Cash Drawer (Tambahan) Black - CPI1,300726,MOI1,,48,4,2-Feb-17,2017,903402.5,Equipment,,,0
768,POS 325 2nd Screen 15 inch - CPI1,300727,MOI1,,48,4,2-Feb-17,2017,3803800,Equipment,,,0
769,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - BXC1,300736,BXC1,,48,4,22-Feb-17,2017,27577550,Equipment,,,0
770,Cash Drawer (Black) Additional - BXC1,300737,BXC1,,48,4,22-Feb-17,2017,903402.5,Equipment,,,0
771,POS325 2nd Screen 15 inch - BXC1,300738,BXC1,,48,4,22-Feb-17,2017,3803800,Equipment,,,0
772,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PIM2,300740,PIM2,,48,4,22-Feb-17,2017,27577550,Equipment,,,0
773,Cash Drawer (Black) Additional - PIM2,300741,PIM2,,48,4,22-Feb-17,2017,903402.5,Equipment,,,0
774,POS325 2nd Screen 15 inch - PIM2,300742,PIM2,,48,4,22-Feb-17,2017,3803800,Equipment,,,0
775,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - LVW1,300744,LVW1,,48,4,22-Feb-17,2017,27577550,Equipment,,,0
776,Cash Drawer (Black) Additional - LVW1,300745,LVW1,,48,4,22-Feb-17,2017,903402.5,Equipment,,,0
777,POS325 2nd Screen 15 inch - LVW1,300746,LVW1,,48,4,22-Feb-17,2017,3803800,Equipment,,,0
778,"Display Cooler GEA ""EXPO-600AH/CN"" 950x625x1880mm - PIM2 (1)",300754,PIM2,,48,4,23-Feb-17,2017,10065000,Equipment,,,0
779,"Display Cooler GEA ""EXPO-600AH/CN"" 950x625x1880mm - PIM2 (2)",300755,PIM2,,48,4,23-Feb-17,2017,10065000,Equipment,,,0
780,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - BXC1",300756,BXC1,,48,4,23-Feb-17,2017,20625000,Equipment,,,0
781,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - LVW1,300767,LVW1,,48,4,20-Feb-17,2017,1818894,Equipment,,,0
782,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PSN1,300768,PIK1,,48,4,20-Feb-17,2017,1818894,Equipment,,,0
783,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PRI1,300769,PRI1,,48,4,20-Feb-17,2017,1818894,Equipment,,,0
784,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - JGC1,300770,JGC1,,48,4,20-Feb-17,2017,1818894,Equipment,,,0
785,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - 9MKT,300771,9MKT,,48,4,20-Feb-17,2017,1818894,Equipment,,,0
786,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - BXC1",300750,BXC1,,48,4,2-Mar-17,2017,2310000,Equipment,,,0
787,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PIM2",300751,PIM2,,48,4,2-Mar-17,2017,2310000,Equipment,,,0
788,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - LVW1",300752,LVW1,,48,4,2-Mar-17,2017,2310000,Equipment,,,0
789,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CPI1",300753,KKS2,,48,4,2-Mar-17,2017,2310000,Equipment,,,0
790,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - LVW1",300757,LVW1,,48,4,10-Mar-17,2017,20625000,Equipment,,,0
791,Netbook Acer Asp ES1-132 - BXC1,300758,BXC1,,48,4,9-Mar-17,2017,6435000,Equipment,,,0
792,Netbook Acer Asp ES1-132 - PIM2,300759,PIM2,,48,4,9-Mar-17,2017,6435000,Equipment,,,0
793,Netbook Acer Asp ES1-132 - LVW1,300760,LVW1,,48,4,9-Mar-17,2017,6435000,Equipment,,,0
794,Netbook Acer Asp ES1-132 - PSN1,300761,PSN1,,48,4,9-Mar-17,2017,6435000,Equipment,,,0
795,Box Re.Juve Dimensi 40x40x26 - 9EAO,300711,9EAO,,48,4,2-Mar-17,2017,1500000,Equipment,,,0
796,Box Re.Juve Dimensi 40x40x26 - 9EAO,300712,9EAO,,48,4,2-Mar-17,2017,1500000,Equipment,,,0
797,NB Acer TMP648 i3 - District Manager (Gita) - HO,300774,9HOC,,48,4,6-Apr-17,2017,10499500,Equipment,,,0
798,NB Acer TMP648 i3 - Product Staff (Cyntia) - HO,300775,9HOC,,48,4,6-Apr-17,2017,10499500,Equipment,,,0
799,PC Desktop Acer Veriton - New Hires Recruitment - HO,300776,9HOC,,48,4,6-Apr-17,2017,8525000,Equipment,,,0
800,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - CTW1,300784,MTA1,,48,4,27-Apr-17,2017,27577550,Equipment,,,0
801,Cash Drawer (Black) Additional - CTW1,300785,MTA1,,48,4,27-Apr-17,2017,903402.5,Equipment,,,0
802,POS325 2nd Screen 15 inch - CTW1,300786,MTA1,,48,4,27-Apr-17,2017,3803800,Equipment,,,0
803,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - CPA1,300787,CPA1,,48,4,27-Apr-17,2017,27577550,Equipment,,,0
804,Cash Drawer (Black) Additional - CPA1,300788,CPA1,,48,4,27-Apr-17,2017,903402.5,Equipment,,,0
805,POS325 2nd Screen 15 inch - CPA1,300789,CPA1,,48,4,27-Apr-17,2017,3803800,Equipment,,,0
806,Netbook Acer Asp ES1-132 - CTW1,300797,MTA1,,48,4,17-May-17,2017,6435000,Equipment,,,0
807,Netbook Acer Asp ES1-132 - CPA1,300798,CPA1,,48,4,17-May-17,2017,6435000,Equipment,,,0
808,Netbook Acer Asp ES1-132 - LCB1,300799,9IST,,48,4,17-May-17,2017,6435000,Equipment,,,0
809,Netbook Acer Asp ES1-132 - PRI1,300800,PRI1,,48,4,17-May-17,2017,6435000,Equipment,,,0
810,Netbook Acer Asp ES1-132 - LFB1,300801,PIM3,,48,4,17-May-17,2017,6435000,Equipment,,,0
811,"Thermometer Data Logger ""Tempod"" type MD - CPA1",300803,CPA1,,48,4,5-May-17,2017,1650000,Equipment,,,0
812,"Thermometer Data Logger ""Tempod"" type MD - PSN1",300804,PSN1,,48,4,5-May-17,2017,1650000,Equipment,,,0
813,"Thermometer Data Logger ""Tempod"" type MD - PRI1",300805,PRI1,,48,4,5-May-17,2017,1650000,Equipment,,,0
814,"Thermometer Data Logger ""Tempod"" type MD - LCB1",300806,SMB1,,48,4,5-May-17,2017,1650000,Equipment,,,0
815,"Thermometer Data Logger ""Tempod"" type MD - LFB1",300807,PIM3,,48,4,5-May-17,2017,1650000,Equipment,,,0
816,"Thermometer Data Logger ""Tempod"" type MD - CTW1",300808,MTA1,,48,4,5-May-17,2017,1650000,Equipment,,,0
817,Panasonic LED TV 43inch & Bracket - LMP1,300809,LMP1,,48,4,28-Apr-17,2017,4318000,Equipment,,,0
818,Panasonic LED TV 43inch & Bracket - PSN1,300810,PSN1,,48,4,28-Apr-17,2017,4318000,Equipment,,,0
819,Tomori LGS-238W Display Cooler - PRI1,300822,PRI1,,48,4,31-May-17,2017,5200000,Equipment,,,0
820,Tomori LGS-238W Display Cooler - 9EAO,300823,9EAO,,48,4,31-May-17,2017,5200000,Equipment,,,0
821,Tomori LGS-1000M2W Display Cooler - 9MKT,300824,9MKT,,48,4,31-May-17,2017,11400000,Equipment,,,0
822,Showcase Juice Cooler type C5 #1 - Puri,300488,RSP1,,48,4,26-May-17,2017,65450000,Equipment,,,0
823,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CPA1",300779,CPA1,,48,4,24-May-17,2017,20625000,Equipment,,,0
824,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PSN1,300790,PSN1,,48,4,30-May-17,2017,27577550,Equipment,,,0
825,Cash Drawer (Black) Additional - PSN1,300791,PSN1,,48,4,30-May-17,2017,903402.5,Equipment,,,0
826,POS325 2nd Screen 15 inch - PSN1,300792,PSN1,,48,4,30-May-17,2017,3803800,Equipment,,,0
827,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PRI1,300793,PRI1,,48,4,30-May-17,2017,27577550,Equipment,,,0
828,Cash Drawer (Black) Additional - PRI1,300794,PRI1,,48,4,30-May-17,2017,903402.5,Equipment,,,0
829,POS325 2nd Screen 15 inch - PRI1,300795,PRI1,,48,4,30-May-17,2017,3803800,Equipment,,,0
830,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - CTW1",300778,MTA1,,48,4,21-Jun-17,2017,20625000,Equipment,,,0
831,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CTW1",300780,MTA1,,48,4,8-Jun-17,2017,2310000,Equipment,,,0
832,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - CPA1",300781,CPA1,,48,4,8-Jun-17,2017,2310000,Equipment,,,0
833,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PSN1",300782,PSN1,,48,4,18-Jun-17,2017,2310000,Equipment,,,0
834,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PRI1",300783,PRI1,,48,4,18-Jun-17,2017,2310000,Equipment,,,0
835,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - SUM1,300811,9HOC,,48,4,13-Jun-17,2017,27577550,Equipment,,,0
836,Cash Drawer (Black) Additional - SUM1,300812,9HOC,,48,4,13-Jun-17,2017,903402.5,Equipment,,,0
837,POS325 2nd Screen 15 inch - SUM1,300813,9HOC,,48,4,13-Jun-17,2017,3803800,Equipment,,,0
838,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - PIM3,300814,PIM3,,48,4,13-Jun-17,2017,27577550,Equipment,,,0
839,Cash Drawer (Black) Additional - PIM3,300815,PIM3,,48,4,13-Jun-17,2017,903402.5,Equipment,,,0
840,POS325 2nd Screen 15 inch - PIM3,300816,PIM3,,48,4,13-Jun-17,2017,3803800,Equipment,,,0
841,POS325 15 inch True Flat POS (1 set with Printer & Cash Drawer) - LCB1,300817,CTS1,,48,4,13-Jun-17,2017,27577550,Equipment,,,0
842,Cash Drawer (Black) Additional - LCB1,300818,CTS1,,48,4,13-Jun-17,2017,903402.5,Equipment,,,0
843,POS325 2nd Screen 15 inch - LCB1,300819,CTS1,,48,4,13-Jun-17,2017,3803800,Equipment,,,0
844,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - PIM3",300826,PIM3,,48,4,19-Jun-17,2017,20625000,Equipment,,,0
845,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - MTA1,300827,MTA1,,48,4,8-Jun-17,2017,1818894,Equipment,,,0
846,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - LCB1,300828,9OPS,,48,4,8-Jun-17,2017,1818894,Equipment,,,0
847,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - PIM3,300829,PIM3,,48,4,8-Jun-17,2017,1818894,Equipment,,,0
848,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - SUM1,300830,9OPS,,48,4,8-Jun-17,2017,1818894,Equipment,,,0
849,Lite Pad A2 with Graphic Backlite Duratrans & Pole Stand Base Plat - 9MKT,300831,9MKT,,48,4,8-Jun-17,2017,1818894,Equipment,,,0
850,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - LCB1",300796,CTS1,,48,4,6-Jul-17,2017,2310000,Equipment,,,0
851,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - PIM3",300821,PIM3,,48,4,6-Jul-17,2017,2310000,Equipment,,,0
852,Netbook Acer Asp ES1-132 - SUM1,300837,ECS1,,48,4,12-Jul-17,2017,6435000,Equipment,,,0
853,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - SUM1",300820,ECS1,,48,4,9-Aug-17,2017,2310000,Equipment,,,0
854,"Display Cooler ""EXPO-416P"" 66x68x213.5 - 9MKT",300851,9MKT,,48,4,9-Aug-17,2017,7012500,Equipment,,,0
855,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - STB1,300852,STB1,,48,4,31-Aug-17,2017,23166000,Equipment,,,0
856,Cash Drawer (Black) Additional - STB1,300853,STB1,,48,4,31-Aug-17,2017,903402.5,Equipment,,,0
857,391 Customer Display - STB1,300854,STB1,,48,4,31-Aug-17,2017,1254825,Equipment,,,0
858,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - STB1",300855,STB1,,48,4,30-Aug-17,2017,2310000,Equipment,,,0
859,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - UOB1,300856,DCT1,,48,4,31-Aug-17,2017,23166000,Equipment,,,0
860,Cash Drawer (Black) Additional - UOB1,300857,DCT1,,48,4,31-Aug-17,2017,903402.5,Equipment,,,0
861,391 Customer Display - UOB1,300858,DCT1,,48,4,31-Aug-17,2017,1254825,Equipment,,,0
862,ACER Travelmate TMP648 Ic 5-7200/8GB DDR4/HD 500GB/gigabit/Win10pro - 9FNA,300860,9FNA,,48,4,7-Aug-17,2017,13557500,Equipment,,,0
863,"Beer Cooler ""EXPO-1050BC"" 1210x680x2180 - STB1",300862,STB1,,48,4,30-Aug-17,2017,20625000,Equipment,,,0
