,,,,,,,,,,,,,
No.,Fix Asset Name,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Category,Disposal date,Year Of Disposal,Amount Deduction
1482,SAMSUNG Galaxy A10S - RTP1,301580,MAG1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1483,SAMSUNG Galaxy A10S - PIM3,301581,PIM3,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1484,SAMSUNG Galaxy A10S - BLM1,301582,BLM1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1485,SAMSUNG Galaxy A10S - EMP1,301583,EMP1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1486,SAMSUNG Galaxy A10S - DWS1,301584,DWS1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1487,SAMSUNG Galaxy A10S - FXS2,301585,FXS2,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1488,SAMSUNG Galaxy A10S - LMK1,301586,LMK1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1489,SAMSUNG Galaxy A10S - PPC1,301587,PPC1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1490,SAMSUNG Galaxy A10S - STB1,301588,STB1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1491,SAMSUNG Galaxy A10S - CPW1,301589,9IST,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1492,SAMSUNG Galaxy A10S - ECS1,301590,ECS1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1493,SAMSUNG Galaxy A10S - LTO1,301591,LTO1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1494,SAMSUNG Galaxy A10S - PKW1,301592,PKW1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1495,SAMSUNG Galaxy A10S - SMY1,301593,SMY1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1496,SAMSUNG Galaxy A10S - TPL1,301594,TPL1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1497,SAMSUNG Galaxy A10S - EPI1,301596,EPI1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1498,SAMSUNG Galaxy A10S - PSN1,301597,PSN1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1499,SAMSUNG Galaxy A10S - MMB1,301598,MMB1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1500,SAMSUNG Galaxy A10S - PIK1,301599,PIK1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1501,SAMSUNG Galaxy A10S - CGK1,301600,9IST,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1502,SAMSUNG Galaxy A10S - GMM1,301601,GMM1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1503,SAMSUNG Galaxy A10S - LOW1,301602,LOW1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1504,SAMSUNG Galaxy A10S - BSQ1,301603,BSQ1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1505,SAMSUNG Galaxy A10S - KNC1,301604,KNC1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1506,SAMSUNG Galaxy A10S - PLI1,301605,PLI1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1507,SAMSUNG Galaxy A10S - ALS1,301606,ALS1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1508,SAMSUNG Galaxy A10S - AON1,301607,AON1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1509,SAMSUNG Galaxy A10S - SMS1,301608,SMS1,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1510,NB Acer Aspire A311-31 - TBD1,301609,TBD1,,48,4,Jan-20,2020," 6,025,000 ",Equipment,,, -   
1511,NB Acer Aspire A311-31 - JIM1,301610,JIM1,,48,4,Jan-20,2020," 6,025,000 ",Equipment,,, -   
1512,NB Acer Aspire A311-31 - WTC1,301611,WTC1,,48,4,Jan-20,2020," 6,025,000 ",Equipment,,, -   
1513,Router TPLINK TL-MR6400 - TBD1,301612,TBD1,,48,4,Jan-20,2020," 1,030,000 ",Equipment,,, -   
1514,Router TPLINK TL-MR6400 - JIM1,301613,JIM1,,48,4,Jan-20,2020," 1,030,000 ",Equipment,,, -   
1515,Router TPLINK TL-MR6400 - 9CHE,301614,9CHE,,48,4,Jan-20,2020," 1,030,000 ",Equipment,,, -   
1516,SAMSUNG Galaxy A10S - BOX1,301615,9IST,,48,4,Jan-20,2020," 1,513,636 ",Equipment,,, -   
1517,"NB Acer Aspire A311-31 windows 10 pro 64 bit, warranty 3/3/0 - BOX1",301618,9IST,,48,4,Jan-20,2020," 6,025,000 ",Equipment,,, -   
1518,Router TPLINK TL-MR6400 - BOX1,301619,9IST,,48,4,Jan-20,2020," 1,030,000 ",Equipment,,, -   
1519,UPS ICA CE1200VA - BOX1,301620,9IST,,48,4,Jan-20,2020," 1,000,000 ",Equipment,,, -   
1520,GEA Upright Glass Door Freezer ASIA-45 (670x666x1957) - 9CHE,301630,9CHE,,48,4,Jan-20,2020," 26,250,000 ",Equipment,,, -   
1521,LG TV UHD SMART BLACK - 60UM7100PTA - WTC1,301631,WTC1,,48,4,Jan-20,2020," 7,936,364 ",Equipment,,, -   
1522,Surveillance Hardisk DVR 2TB - SMY2,301654,SMY2,,48,4,Jan-20,2020," 2,000,000 ",Equipment,,, -   
1523,UPS ICA CE 1200VA - JIM1,301655,JIM1,,48,4,Jan-20,2020," 1,000,000 ",Equipment,,, -   
1524,UPS ICA CE 1200VA - TBD1,301656,TBD1,,48,4,Jan-20,2020," 1,000,000 ",Equipment,,, -   
1525,KOZURE Money Counter type MC-101 - 9FNA,301657,9FNA,,48,4,Feb-20,2020," 1,190,909 ",Equipment,,, -   
1526,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - JIM1",301658,JIM1,,48,4,Feb-20,2020," 2,300,000 ",Equipment,,, -   
1527,"Mesin Absensi (Finger Print) ""Solution"" type : X100C - TBD1",301659,TBD1,,48,4,Feb-20,2020," 2,300,000 ",Equipment,,, -   
1528,NB Lenovo V130 Core I3 - 9QAC,301621,9QAC,,48,4,Feb-20,2020," 7,585,000 ",Equipment,,, -   
1529,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - JIM1,301622,JIM1,,48,4,Feb-20,2020," 5,090,909 ",Equipment,,, -   
1530,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - TBD1,301623,TBD1,,48,4,Feb-20,2020," 5,090,909 ",Equipment,,, -   
1531,MRA Square Cake Showcase CSK 120 1200x700x1250 - JIM1,301650,JIM1,,48,4,Feb-20,2020," 24,545,454 ",Equipment,,, -   
1532,MRA Square Cake Showcase CSK 150 1500x700x1250 - JIM1,301651,JIM1,,48,4,Feb-20,2020," 27,272,727 ",Equipment,,, -   
1533,MRA Square Cake Showcase CSK 150 1500x700x1250 - TBD1,301652,TBD1,,48,4,Feb-20,2020," 27,272,727 ",Equipment,,, -   
1534,MRA Square Cake Showcase CSK 150 1500x700x1250 - TBD1,301653,TBD1,,48,4,Feb-20,2020," 27,272,727 ",Equipment,,, -   
1535,Spaceman 6240 Soft Ice Cream Machine Twin Twist Flavor - LOW1,301082,LOW1,,48,4,Mar-20,2020," 24,409,091 ",Equipment,,, -   
1536,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - TBD1,301624,TBD1,,48,4,Mar-20,2020," 21,060,000 ",Equipment,,, -   
1537,Cash Drawer (Black) Additional - TBD1,301625,TBD1,,48,4,Mar-20,2020," 821,275 ",Equipment,,, -   
1538,391 Customer Display - TBD1,301626,TBD1,,48,4,Mar-20,2020," 1,140,750 ",Equipment,,, -   
1539,POS391 10.4 inch Integrated POS (1 set with Printer & Cash Drawer) - JIM1,301627,JIM1,,48,4,Mar-20,2020," 21,060,000 ",Equipment,,, -   
1540,Cash Drawer (Black) Additional - JIM1,301628,JIM1,,48,4,Mar-20,2020," 821,275 ",Equipment,,, -   
1541,391 Customer Display - JIM1,301629,JIM1,,48,4,Mar-20,2020," 1,140,750 ",Equipment,,, -   
1542,"AScreen Interactive Flat Panel 65"" (1) - 9IST",301660,KKS1,,48,4,Mar-20,2020," 30,000,000 ",Equipment,,, -   
1543,Hardisk WDC Purple DVR 4TB - HXC1,301663,HXC1,,48,4,Mar-20,2020," 2,250,000 ",Equipment,,, -   
1544,Thermometer Infrared - 9OPS,301681,GCT2,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1545,Thermometer Infrared - 9OPS,301682,MKG1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1546,Thermometer Infrared - 9OPS,301683,PIM3,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1547,Thermometer Infrared - 9OPS,301684,SOH1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1548,Thermometer Infrared - 9OPS,301685,KKS2,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1549,Thermometer Infrared - 9OPS,301686,CTW1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1550,Thermometer Infrared - 9OPS,301687,OKW1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1551,Thermometer Infrared - 9OPS,301688,LOW1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1552,Thermometer Infrared - 9OPS,301689,OBP1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1553,Thermometer Infrared - 9OPS,301690,PIK1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1554,Thermometer Infrared - 9OPS,301691,MOI1,,48,4,Mar-20,2020," 1,272,727 ",Equipment,,, -   
1555,Thermometer Infrared - 9OPS,301692,RSP1,,48,4,Mar-20,2020," 1,272,728 ",Equipment,,, -   
1556,Thermometer Infrared - 9GEN,301693,9CHE,,48,4,Mar-20,2020," 1,272,728 ",Equipment,,, -   
1557,Thermometer Infrared - 9GEN,301694,DCF1,,48,4,Mar-20,2020," 1,272,728 ",Equipment,,, -   
1558,Barcode Scanner Datalogic QD2430 - TBD1,301616,TBD1,,48,4,Mar-20,2020," 1,590,000 ",Equipment,,, -   
1559,Barcode Scanner Datalogic QD2430 - JIM1,301617,JIM1,,48,4,Mar-20,2020," 1,590,000 ",Equipment,,, -   
1560,HDD CCTV 4TB - JGC1,301680,JGC1,,48,4,Apr-20,2020," 2,250,000 ",Equipment,,, -   
1561,SSD Samsung 860 EVO 500GB - 860 EVO / 860EVO 500 GB - 9IST,301695,9IST,,48,4,Apr-20,2020," 1,522,500 ",Equipment,,, -   
1562,Barcode Scanner Datalogic QD2430 - TPL2,301662,9IST,,48,4,Jun-20,2020," 1,590,000 ",Equipment,,, -   
1563,BOYA - WM8 Pro K2 wireless mic + Battery & Dual Charger LCD - 9MKT,301664,9MKT,,48,4,Jun-20,2020," 2,729,548 ",Equipment,,, -   
1564,Aruba Instant IAP-315 #1 - HO,301541,9IST,,48,4,Jul-20,2020," 9,833,333 ",Equipment,,, -   
1565,Aruba Instant IAP-315 #2 - HO,301542,9IST,,48,4,Jul-20,2020," 9,833,333 ",Equipment,,, -   
1566,Aruba Instant IAP-315 #3 - HO,301543,9IST,,48,4,Jul-20,2020," 9,833,333 ",Equipment,,, -   
1567,Aruba 2930F 48G 4SFP Switch #1 + Transceiver - HO,301544,9IST,,48,4,Jul-20,2020," 39,253,105 ",Equipment,,, -   
1568,Aruba 2930F 48G 4SFP Switch #2 + Transceiver - HO,301545,9IST,,48,4,Jul-20,2020," 39,253,105 ",Equipment,,, -   
1569,4 unit Aruba 1G SFP LC SX 500m MMF Transceiver + Patch Cord FO - HO,301546,9IST,,48,4,Jul-20,2020," 29,904,680 ",Equipment,,, -   
1570,NB Lenovo V330 Core I5 8250U - 9IST,301697,9IST,,48,4,Jul-20,2020," 10,150,000 ",Equipment,,, -   
1571,NB Lenovo V330 Core I5 8250U - 9IST,301698,9IST,,48,4,Jul-20,2020," 10,150,000 ",Equipment,,, -   
1572,NB Lenovo V330 Core I5 8250U - 9IST,301699,9IST,,48,4,Jul-20,2020," 10,150,000 ",Equipment,,, -   
1573,NB Lenovo V330 Core I5 8250U - 9IST,301700,9IST,,48,4,Jul-20,2020," 10,150,000 ",Equipment,,, -   
1574,NB Lenovo V330 Core I5 8250U - 9IST,301701,9IST,,48,4,Jul-20,2020," 10,150,000 ",Equipment,,, -   
1575,NB Lenovo V130 Core I3 7020U - 9IST,301702,9IST,,48,4,Jul-20,2020," 7,700,000 ",Equipment,,, -   
1576,NB Lenovo V130 Core I3 7020U - 9IST,301703,9IST,,48,4,Jul-20,2020," 7,700,000 ",Equipment,,, -   
1577,NB Lenovo V130 Core I3 7020U - 9IST,301704,9IST,,48,4,Jul-20,2020," 7,700,000 ",Equipment,,, -   
1578,NB Lenovo V130 Core I3 7020U - 9IST,301705,9IST,,48,4,Jul-20,2020," 7,700,000 ",Equipment,,, -   
1579,NB Lenovo V130 Core I3 7020U - 9IST,301706,9IST,,48,4,Jul-20,2020," 7,700,000 ",Equipment,,, -   
1580,Thermometer Infrared - 9OPS,301707,LVW1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1581,Thermometer Infrared - 9OPS,301708,GMM1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1582,Thermometer Infrared - 9OPS,301709,GIN1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1583,Thermometer Infrared - 9OPS,301710,LCB1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1584,Thermometer Infrared - 9OPS,301711,STB1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1585,Thermometer Infrared - 9OPS,301712,LMP1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1586,Thermometer Infrared - 9OPS,301713,TBD1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1587,Thermometer Infrared - 9OPS,301714,PLI1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1588,Thermometer Infrared - 9OPS,301715,PPC1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1589,Thermometer Infrared - 9OPS,301716,9OPS,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1590,Thermometer Infrared - 9OPS,301717,ECS1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1591,Thermometer Infrared - 9OPS,301718,PKW1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1592,Thermometer Infrared - 9OPS,301719,TPL1,,48,4,Jul-20,2020," 935,000 ",Equipment,,, -   
1593,HDD CCTV 4TB - NIG1,301696,NIG1,,48,4,Aug-20,2020," 2,000,000 ",Equipment,,, -   
1594,Thermometer Infrared - 9OPS,301720,KKS1,,48,4,Sep-20,2020," 699,000 ",Equipment,,, -   
1595,Thermometer Infrared - 9OPS,301721,9GEN,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1596,Thermometer Infrared - 9OPS,301722,9GEN,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1597,Thermometer Infrared - 9OPS,301723,MAX1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1598,Thermometer Infrared - 9OPS,301724,SMY1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1599,Thermometer Infrared - 9OPS,301725,LTO1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1600,Thermometer Infrared - 9OPS,301726,MAG2,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1601,Thermometer Infrared - 9OPS,301727,MTA1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1602,Thermometer Infrared - 9OPS,301728,DWS1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1603,Thermometer Infrared - 9OPS,301729,BXC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1604,Logitech Group Video Conferencing System - 9IST,301730,9IST,,48,4,Sep-20,2020," 16,815,000 ",Equipment,,, -   
1605,Logitech Group Expansion Mics (2expansion mics) - 9IST,301731,9IST,,48,4,Sep-20,2020," 4,755,000 ",Equipment,,, -   
1606,Thermometer Infrared - 9OPS,301732,KRC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1607,Thermometer Infrared - 9OPS,301733,SMS1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1608,Thermometer Infrared - 9OPS,301734,AON1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1609,Thermometer Infrared - 9OPS,301735,PIM2,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1610,Thermometer Infrared - 9OPS,301736,LMK1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1611,Thermometer Infrared - 9OPS,301737,PRI1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1612,Thermometer Infrared - 9OPS,301738,JGC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1613,Thermometer Infrared - 9OPS,301739,BLM1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1614,Thermometer Infrared - 9OPS,301740,EMP1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1615,Thermometer Infrared - 9OPS,301741,FXS2,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1616,Thermometer Infrared - 9OPS,301742,SQS1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1617,Thermometer Infrared - 9OPS,301743,SQR1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1618,Thermometer Infrared - 9OPS,301744,WTC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1619,Thermometer Infrared - 9OPS,301745,PSN1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1620,Thermometer Infrared - 9OPS,301746,KNC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1621,Thermometer Infrared - 9OPS,301747,NIG1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1622,Thermometer Infrared - 9OPS,301748,EPI1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1623,Thermometer Infrared - 9OPS,301749,SMY2,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1624,Thermometer Infrared - 9OPS,301750,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1625,Thermometer Infrared - 9OPS,301751,JIM1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1626,Thermometer Infrared - 9OPS,301752,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1627,Thermometer Infrared - 9OPS,301753,BCW1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1628,Thermometer Infrared - 9OPS,301754,ALS1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1629,Thermometer Infrared - 9OPS,301755,MMB1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1630,Thermometer Infrared - 9OPS,301756,STR1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1631,Thermometer Infrared - 9OPS,301757,GCT1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1632,Thermometer Infrared - 9OPS,301758,TCB1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1633,Thermometer Infrared - 9OPS,301759,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1634,Thermometer Infrared - 9OPS,301760,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1635,Thermometer Infrared - 9OPS,301761,SLM2,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1636,Thermometer Infrared - 9OPS,301762,BSQ1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1637,Thermometer Infrared - 9OPS,301763,CPA1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1638,Thermometer Infrared - 9OPS,301764,MAG1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1639,Thermometer Infrared - 9OPS,301765,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1640,Thermometer Infrared - 9OPS,301766,HXC1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1641,Thermometer Infrared - 9OPS,301767,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1642,Thermometer Infrared - 9OPS,301768,RYP1,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1643,Thermometer Infrared - 9OPS,301769,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1644,Thermometer Infrared - 9OPS,301770,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1645,Thermometer Infrared - 9OPS,301771,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1646,Thermometer Infrared - 9OPS,301772,9OPS,,48,4,Sep-20,2020," 550,000 ",Equipment,,, -   
1647,ARKHA UV-C STRELIZER BOX WARNA LIGHT - 9GEN,301780,9GEN,,48,4,Oct-20,2020," 2,300,000 ",Equipment,,, -   
1648,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301773,9GEN,,48,4,Nov-20,2020," 3,805,300 ",Equipment,,, -   
1649,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301774,9GEN,,48,4,Nov-20,2020," 3,805,300 ",Equipment,,, -   
1650,SHARP - Air Purifier Tipe FP-J80Y-H - 9GEN,301775,9GEN,,48,4,Nov-20,2020," 3,805,300 ",Equipment,,, -   
1651,SHARP - Air Purifier Tipe FP-J60Y-W/H - 9GEN,301776,9GEN,,48,4,Nov-20,2020," 3,086,900 ",Equipment,,, -   
1652,SHARP - Air Purifier Tipe FP-J60Y-W/H - 9GEN,301777,9GEN,,48,4,Nov-20,2020," 3,086,900 ",Equipment,,, -   
1653,SHARP - Air Purifier Tipe FP-JM40Y-B - 9GEN,301778,9GEN,,48,4,Nov-20,2020," 2,891,900 ",Equipment,,, -   
1654,SHARP - Air Purifier Tipe FP-JM40Y-B - 9GEN,301779,9GEN,,48,4,Nov-20,2020," 2,891,900 ",Equipment,,, -   
1655,Kompresor Secop - BCW1,301781,BCW1,,48,4,Nov-20,2020," 3,181,818 ",Equipment,,, -   
1656,"NB Acer Aspire A314-32 , warranty 3/3/3 - SMB1",301782,SMB1,,48,4,Dec-20,2020," 6,013,636 ",Equipment,,, -   
1657,"NB Acer Aspire A314-32 , warranty 3/3/3 - KNC1",301786,KNC1,,48,4,Dec-20,2020," 6,013,636 ",Equipment,,, -   
1658,NB Acer Aspire 5 i3 (A514-53) + Windows 10 Pro + tambahan RAM 4GB - 9IST,301787,9IST,,48,4,Dec-20,2020," 9,855,000 ",Equipment,,, -   
1659,"NB Acer Aspire A314-32 , warranty 3/3/3 - HTG1",301790,HTG1,,48,4,Jan-21,2021," 6,013,636 ",Equipment,,, -   
1660,SAMSUNG Galaxy A10S - HTG1,301791,HTG1,,48,4,Jan-21,2021," 1,572,500 ",Equipment,,, -   
1661,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - BSQ1",301784,BSQ1,,48,4,Jan-21,2021," 23,181,818 ",Equipment,,, -   
1662,"MRA Square Cake Showcase ""CSK 120"" 1200x700x1250 - HTG1",301788,HTG1,,48,4,Jan-21,2021," 23,181,818 ",Equipment,,, -   
1663,"MRA Undercounter Chiller ""UCC 1200 P2"" 1200x750x850 - HTG1",301789,HTG1,,48,4,Jan-21,2021," 12,318,182 ",Equipment,,, -   
1664,NB Asus TUF Gaming FX506II - 9WEB,301792,9WEB,,48,4,Jan-21,2021," 17,419,091 ",Equipment,,, -   
1665,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - BSQ1",301783,BSQ1,,48,4,Feb-21,2021," 29,090,909 ",Equipment,,, -   
1666,Danfoss - Compressor SC21CL R404 1 phase 220v - PSN1,301808,PSN1,,48,4,Mar-21,2021," 3,818,182 ",Equipment,,, -   
1667,MRA Square Cake Showcase CSK 150 1500x700x1250 - RSP1,301807,RSP1,,48,4,Mar-21,2021," 25,454,545 ",Equipment,,, -   
1668,SHARP LED TV 60 inch type 4T-C60CH1X - CTS1,301815,CTS1,,48,4,Mar-21,2021," 8,498,000 ",Equipment,,, -   
1669,"NB Acer Travelmate Spin B3 B311R , warranty 3/3/3 - CTS1",301811,CTS1,,48,4,Mar-21,2021," 6,075,000 ",Equipment,,, -   
1670,SAMSUNG Galaxy A02S - CTS1,301810,CTS1,,48,4,Mar-21,2021," 1,597,000 ",Equipment,,, -   
1671,Upright Freezer FRESTA FR100-1 (595x575x702 mm) - CTS1,301812,CTS1,,48,4,Mar-21,2021," 5,050,000 ",Equipment,,, -   
1672,"Thermometer Data Logger ""Tempod 30"" - SMY2",301793,SMY2,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1673,"Thermometer Data Logger ""Tempod 30"" - RYP1",301794,RYP1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1674,"Thermometer Data Logger ""Tempod 30"" - TBD1",301795,TBD1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1675,"Thermometer Data Logger ""Tempod 30"" - TBD1",301796,TBD1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1676,"Thermometer Data Logger ""Tempod 30"" - JIM1",301797,JIM1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1677,"Thermometer Data Logger ""Tempod 30"" - JIM1",301798,JIM1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1678,"Thermometer Data Logger ""Tempod 30"" - HTG1",301799,HTG1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1679,"Thermometer Data Logger ""Tempod 30"" - CTS1",301800,CTS1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1680,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301801,BSQ1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1681,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301802,9CPF,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1682,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301803,9OPS,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1683,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301804,SNC1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1684,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301805,SNC1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1685,"Thermometer Data Logger ""Tempod 30"" - 9OPS",301806,GSS1,,48,4,Apr-21,2021," 738,486 ",Equipment,,, -   
1686,Router TPLINK TL-MR6400 - GSS1,301829,GSS1,,48,4,Apr-21,2021," 875,000 ",Equipment,,, -   
1687,UPS ICA CE 1200VA - CTS1,301830,CTS1,,48,4,Apr-21,2021," 965,000 ",Equipment,,, -   
1688,SAMSUNG Galaxy A02S - GSS1,301814,GSS1,,48,4,Apr-21,2021," 1,597,100 ",Equipment,,, -   
1689,MRA Square Cake Showcase CSK 150 1500x700x1250 - GSS1,301813,GSS1,,48,4,Apr-21,2021," 25,454,545 ",Equipment,,, -   
1690,Compressor EMBRACO CA-NEK2168 (sub FA 301630) - DCN1,301816,CTS1,,48,4,Apr-21,2021," 4,850,000 ",Equipment,,, -   
1691,"MRA Square Cake Showcase ""CSK 180"" 1800x700x1250 - CTS1",301809,CTS1,,48,4,Apr-21,2021," 29,090,909 ",Equipment,,, -   
1692,"NB Acer Aspire A314-32 , warranty 3/3/3 - SNC1",301824,SNC1,,48,4,May-21,2021," 6,013,636 ",Equipment,,, -   
